Address;Name;WPMsystem;WPM3;WPM3i;Comment;MinValue;MaxValue;DataType;Unit;Access
530;LAUFZEIT;;TRUE;;Solar;;;6;h;r
531;ISTTEMPERATUR;TRUE;TRUE;;Wärmeerzeuger extern ;10;90;2;°C;r
532;SOLLTEMPERATUR;TRUE;TRUE;;Wärmeerzeuger extern ;;;2;K;r
533;EINSATZGRENZE HZG;TRUE;TRUE;TRUE;Untere Grenze Heizung;-40;40;2;°C;r
534;EINSATZGRENZE WW;TRUE;TRUE;TRUE;Untere Grenze Warmwasser;-40;40;2;°C;r
535;LAUFZEIT;TRUE;TRUE;;Wärmeerzeuger extern ;;;6;h;r
536;QUELLENTEMPERATUR;TRUE;TRUE;TRUE;;;;2;°C;r
537;QUELLENTEMPERATUR MIN;TRUE;TRUE;TRUE;;-10;10;2;°C;r
538;QUELLENDRUCK;TRUE;TRUE;TRUE;;;;7;bar;r
539;HEISSGASTEMPERATUR;;;TRUE;;;;2;°C;r
540;DRUCK HOCHDRUCK;;;TRUE;;;;2;bar;r
541;DRUCK NIEDERDRUCK;;;TRUE;;;;2;bar;r
542;RUECKLAUFTEMPERATUR;TRUE;TRUE;;Wärmepumpe 1;;;2;°C;r
543;VORLAUFTEMPERATUR;TRUE;TRUE;;Wärmepumpe 1;;;2;°C;r
544;HEISSGASTEMPERATUR;TRUE;TRUE;;Wärmepumpe 1;;;2;°C;r
545;DRUCK NIEDERDRUCK;TRUE;TRUE;;Wärmepumpe 1;;;7;bar;r
546;DRUCK MITTELDRUCK;TRUE;TRUE;;Wärmepumpe 1;;;7;bar;r
547;DRUCK HOCHDRUCK;TRUE;TRUE;;Wärmepumpe 1;;;7;bar;r
548;WP WASSERVOLUMENSTROM;TRUE;TRUE;;Wärmepumpe 1;;;2; l/min;r
549;RUECKLAUFTEMPERATUR;TRUE;TRUE;;Wärmepumpe 2;;;2;°C;r
550;VORLAUFTEMPERATUR;TRUE;TRUE;;Wärmepumpe 2;;;2;°C;r
551;HEISSGASTEMPERATUR;TRUE;TRUE;;Wärmepumpe 2;;;2;°C;r
552;DRUCK NIEDERDRUCK;TRUE;TRUE;;Wärmepumpe 2;;;7;bar;r
553;DRUCK MITTELDRUCK;TRUE;TRUE;;Wärmepumpe 2;;;7;bar;r
554;DRUCK HOCHDRUCK;TRUE;TRUE;;Wärmepumpe 2;;;7;bar;r
555;WP WASSERVOLUMENSTROM;TRUE;TRUE;;Wärmepumpe 2;;;2; l/min;r
556;RUECKLAUFTEMPERATUR;TRUE;TRUE;;Wärmepumpe 3;;;2;°C;r
557;VORLAUFTEMPERATUR;TRUE;TRUE;;Wärmepumpe 3;;;2;°C;r
558;HEISSGASTEMPERATUR;TRUE;TRUE;;Wärmepumpe 3;;;2;°C;r
559;DRUCK NIEDERDRUCK;TRUE;TRUE;;Wärmepumpe 3;;;7;bar;r
560;DRUCK MITTELDRUCK;TRUE;TRUE;;Wärmepumpe 3;;;7;bar;r
561;DRUCK HOCHDRUCK;TRUE;TRUE;;Wärmepumpe 3;;;7;bar;r
562;WP WASSERVOLUMENSTROM;TRUE;TRUE;;Wärmepumpe 3;;;2; l/min;r
563;RUECKLAUFTEMPERATUR;TRUE;TRUE;;Wärmepumpe 4;;;2;°C;r
564;VORLAUFTEMPERATUR;TRUE;TRUE;;Wärmepumpe 4;;;2;°C;r
565;HEISSGASTEMPERATUR;TRUE;TRUE;;Wärmepumpe 4;;;2;°C;r
566;DRUCK NIEDERDRUCK;TRUE;TRUE;;Wärmepumpe 4;;;7;bar;r
567;DRUCK MITTELDRUCK;TRUE;TRUE;;Wärmepumpe 4;;;7;bar;r
568;DRUCK HOCHDRUCK;TRUE;TRUE;;Wärmepumpe 4;;;7;bar;r
569;WP WASSERVOLUMENSTROM;TRUE;TRUE;;Wärmepumpe 4;;;2; l/min;r
570;RUECKLAUFTEMPERATUR;TRUE;TRUE;;Wärmepumpe 5;;;2;°C;r
571;VORLAUFTEMPERATUR;TRUE;TRUE;;Wärmepumpe 5;;;2;°C;r
572;HEISSGASTEMPERATUR;TRUE;TRUE;;Wärmepumpe 5;;;2;°C;r
573;DRUCK NIEDERDRUCK;TRUE;TRUE;;Wärmepumpe 5;;;7;bar;r
574;DRUCK MITTELDRUCK;TRUE;TRUE;;Wärmepumpe 5;;;7;bar;r
575;DRUCK HOCHDRUCK;TRUE;TRUE;;Wärmepumpe 5;;;7;bar;r
576;WP WASSERVOLUMENSTROM;TRUE;TRUE;;Wärmepumpe 5;;;2; l/min;r
577;RUECKLAUFTEMPERATUR;TRUE;TRUE;;Wärmepumpe 6;;;2;°C;r
578;VORLAUFTEMPERATUR;TRUE;TRUE;;Wärmepumpe 6;;;2;°C;r
579;HEISSGASTEMPERATUR;TRUE;TRUE;;Wärmepumpe 6;;;2;°C;r
580;DRUCK NIEDERDRUCK;TRUE;TRUE;;Wärmepumpe 6;;;7;bar;r
581;DRUCK MITTELDRUCK;TRUE;TRUE;;Wärmepumpe 6;;;7;bar;r
582;DRUCK HOCHDRUCK;TRUE;TRUE;;Wärmepumpe 6;;;7;bar;r
583;WP WASSERVOLUMENSTROM;TRUE;TRUE;;Wärmepumpe 6;;;2; l/min;r
584;ISTTEMPERATUR;TRUE;;;Raumtemperatur Heizkreis 1;;;2;°C;r
585;SOLLTEMPERATUR;TRUE;;;Raumtemperatur Heizkreis 1;;;2;°C;r
586;RAUMFEUCHTE;TRUE;;;Heizkreis 1;;;2;%;r
587;TAUPUNKTTEMPERATUR;TRUE;;;Heizkreis 1;;;2;°C;r
588;ISTTEMPERATUR;TRUE;;;Raumtemperatur Heizkreis 2;;;2;°C;r
589;SOLLTEMPERATUR;TRUE;;;Raumtemperatur Heizkreis 2;;;2;°C;r
590;RAUMFEUCHTE;TRUE;;;Heizkreis 2;;;2;%;r
591;TAUPUNKTTEMPERATUR;TRUE;;;Heizkreis 2;;;2;°C;r
592;ISTTEMPERATUR;TRUE;;;Raumtemperatur Heizkreis 3;;;2;°C;r
593;SOLLTEMPERATUR;TRUE;;;Raumtemperatur Heizkreis 3;;;2;°C;r
594;RAUMFEUCHTE;TRUE;;;Heizkreis 3;;;2;%;r
595;TAUPUNKTTEMPERATUR;TRUE;;;Heizkreis 3;;;2;°C;r
596;ISTTEMPERATUR;TRUE;;;Raumtemperatur Heizkreis 4;;;2;°C;r
597;SOLLTEMPERATUR;TRUE;;;Raumtemperatur Heizkreis 4;;;2;°C;r
598;RAUMFEUCHTE;TRUE;;;Heizkreis 4;;;2;%;r
599;TAUPUNKTTEMPERATUR;TRUE;;;Heizkreis 4;;;2;°C;r
600;ISTTEMPERATUR;TRUE;;;Raumtemperatur Heizkreis 5;;;2;°C;r
601;SOLLTEMPERATUR;TRUE;;;Raumtemperatur Heizkreis 5;;;2;°C;r
602;RAUMFEUCHTE;TRUE;;;Heizkreis 5;;;2;%;r
603;TAUPUNKTTEMPERATUR;TRUE;;;Heizkreis 5;;;2;°C;r
604;SOLLTEMPERATUR;TRUE;;;Raumtemperatur Kühlkreis 1;;;2;°C;r
605;SOLLTEMPERATUR;TRUE;;;Raumtemperatur Kühlkreis 2;;;2;°C;r
606;SOLLTEMPERATUR;TRUE;;;Raumtemperatur Kühlkreis 3;;;2;°C;r
607;SOLLTEMPERATUR;TRUE;;;Raumtemperatur Kühlkreis 4;;;2;°C;r
608;SOLLTEMPERATUR;TRUE;;;Raumtemperatur Kühlkreis 5;;;2;°C;r
